Year,Month,Month year,Rolling Mean,GEPU_current,GEPU_ppp,Australia,Brazil,Canada,Chile,Hybrid China,Colombia,France,Germany,Greece,India,Ireland,Italy,Japan,Korea,Netherlands,Russia,Spain,Singapore,UK,US,SCMP China,Mainland China,Sweden,Mexico
2000,10,,,68.94397134,67.95529903,50.56819152,113.8622876,58.57307839,117.7249146,63.0960195,116.3432895,52.01386541,84.14410179,84.78853006,56.09634433,60.0565823,80.5289277,74.0584016,66.01675415,72.42571181,53.26467544,73.01660156,,47.63079387,89.91344671,70.60663031,42.28805325,68.2013042,117.6875363
2000,11,,,109.4207533,105.1084255,101.7837554,73.12443874,90.43128538,183.3515472,111.0603667,95.95512624,50.24769569,91.13113631,94.12256232,85.81940815,56.50067049,134.0547028,95.72223614,232.6700897,107.6440281,55.50248036,77.79109192,,84.58302538,166.1840324,140.36797,10.11133275,66.61735967,172.7514844
2000,12,,,102.6706723,99.52399992,73.78341305,85.99126334,65.83185012,136.362915,96.95270476,104.9048952,42.71172951,91.88847359,54.06617888,108.7137892,71.87287907,129.7967665,111.5789418,140.281601,116.4380222,85.66629866,73.60120392,,64.91440441,149.4485002,112.6115917,48.47464547,67.80475208,95.6620515
2001,1,,,100.5594736,95.46031694,98.79736636,81.492347,99.13819199,171.4759521,86.18689409,114.8961293,35.25222456,109.3314171,76.94478576,98.63516525,42.63673887,76.65537248,119.9342975,122.6897049,101.3197412,72.29006161,92.20196533,,60.04069218,142.6141247,97.32544793,52.62861578,79.88509915,161.4306356
2001,2,,,100.7211189,95.09362824,127.34339,96.22920215,77.28691451,131.5122375,59.12917533,82.17096032,40.80909028,134.3682047,55.31701394,128.8942538,66.03548788,88.9500438,146.9013327,90.73864746,117.9629268,82.59998108,78.52617645,,61.49485863,128.6256554,65.15024381,40.72209758,67.59015563,92.36227883
2001,3,,,113.3001922,106.8874597,110.6124256,70.21608038,128.2831315,189.8366547,100.661455,94.75940704,53.7391199,180.830436,90.99429124,144.7410318,37.86513199,64.78539757,168.5436942,84.3691864,120.4153224,48.35815465,84.30609894,,88.12577803,137.374157,114.6284605,58.16461627,77.50194489,93.74991524
2001,4,,,109.7924647,102.9101382,74.36810737,112.8790812,108.5922212,167.4878998,86.00372277,133.3040832,48.07552109,92.08272095,99.25284934,129.6937437,41.92584613,104.39131,148.2273221,105.8385696,124.0727311,36.21035315,79.38598633,,100.3078774,148.7580034,107.1835985,26.10220578,76.0885934,113.5833915
2001,5,,,84.76488358,80.71158375,96.98880675,61.96547941,106.4753528,144.0738068,77.75479558,105.8844123,50.06756408,73.97757803,80.91922507,79.837689,53.63855305,73.36490783,98.07754434,93.2416153,85.48857637,58.21712952,73.2233963,,67.84626863,117.4362555,95.76116749,27.74165868,63.28309659,153.3451654
2001,6,,,73.92912184,69.85150466,61.67248985,81.89142803,50.36756572,109.9963226,52.28022156,85.17262546,40.91661173,69.78983009,96.252575,82.13977866,81.33991316,102.6887378,98.18878137,75.57197571,90.64354907,26.45650802,75.02169037,,68.24093599,93.46123235,54.47955103,41.25226474,76.74990235,86.54521801
2001,7,,,100.0170384,95.43735133,58.31678211,121.6931754,83.3113642,146.5717316,93.74232399,128.0691403,74.3938395,106.6774061,102.8989078,119.922818,64.78712923,108.882497,144.2621081,113.560257,114.1321822,12.39875954,81.68081665,,84.65528535,120.2945915,118.1754055,30.33482603,93.47947936,88.25765095
2001,8,,,85.45198474,84.44342027,85.85343111,146.8293331,73.99868101,119.7810974,105.5386122,110.4602924,39.03704822,88.27506959,90.71564563,85.82480532,43.38543913,68.85107226,129.2318583,159.7414703,84.99185251,35.79348128,64.99149323,,81.41273331,95.39996953,131.4792331,38.78087531,80.20389507,105.1607338
2001,9,,,179.7152687,170.130921,216.167106,136.9972727,194.6782969,206.2160034,155.9387607,149.0127552,133.8002462,248.3052363,151.0089142,125.8530036,46.92583661,201.7386599,123.397085,183.462204,159.2860052,104.1753661,104.6912308,,156.5577838,272.7644686,202.8777077,43.49153501,100.5389728,333.2482499
2001,10,,,170.4930684,166.1715095,271.1757719,145.0242321,215.9415156,171.2575073,221.9627083,159.1912398,142.7162146,276.7237072,125.7605947,98.1890533,60.84189792,180.490734,102.6780774,168.934433,133.2993286,55.45127881,115.5814819,,123.404084,247.2942498,297.2353329,51.09976936,99.16783943,328.6723605
2001,11,,,126.2802095,121.7462143,145.5535927,88.78568895,183.884782,116.3885117,108.3044866,130.0642609,77.61001761,177.7516933,91.54487059,109.3491808,102.350765,190.2906257,99.23787408,122.6994629,132.9021321,89.90690248,99.736763,,127.8852884,172.4888281,128.783501,53.28476419,76.80017821,198.3217809
2001,12,,,107.9647755,104.3122291,104.7254234,133.1917929,119.7171668,132.9725342,116.6439517,110.6956858,53.65440004,108.1198103,71.9411609,89.6696642,181.6735455,117.2711437,114.9161671,111.5053329,106.1432092,55.70823562,86.30969238,,76.56446256,149.7089302,136.8472062,60.70131235,83.50425401,231.9838502
2002,1,,,107.1270129,105.7697677,41.12508727,97.47019077,122.8177124,165.9980774,132.2950769,127.6336656,82.98913296,95.47948159,70.01453796,98.84045272,141.464839,117.5427784,117.6599513,136.2150116,107.1250817,83.79533396,84.94521332,,56.767966,148.4497315,159.8944316,62.38264445,97.76842489,225.6681035
2002,2,,,89.98515229,88.66577985,69.98468677,78.38074089,84.73720901,137.375473,124.3847563,108.9333364,56.49703403,86.47942414,93.43654063,111.6353002,69.2794875,113.0711421,138.9268574,59.01702499,104.7952996,13.26913603,79.21485138,,67.61251616,104.6094257,163.7011476,40.89060422,85.42672969,119.2546681
2002,3,,,78.66735067,78.99526653,60.02261814,100.6471599,89.63251064,85.52095795,115.1931295,84.86669248,96.0106765,73.08976468,91.49972183,74.05912568,85.19654698,79.44411222,92.74885717,62.52892303,78.18390371,36.32706662,67.93749237,,60.03963689,97.51299569,140.2053457,54.13427806,80.874681,109.829161
2002,4,,,83.6308674,83.6230792,53.52866166,100.327476,82.18274697,123.8537064,96.55261172,104.266391,100.0608448,106.9627924,118.4712689,77.43182695,63.84621039,106.7112447,80.70040971,75.53601074,87.39249252,68.06281197,68.64689636,,67.45937772,106.1646488,117.4854851,45.87688992,85.05694075,107.7140357
2002,5,,,79.20128186,76.11146744,55.37496259,139.5794886,70.72486301,119.9896622,45.31531334,112.693627,102.2084634,80.44455211,89.89459133,84.24464372,122.2204131,121.6352866,89.90568719,104.503418,98.30091806,22.09084389,74.1105423,,57.54758323,98.64004001,33.76058898,46.98545817,84.62329368,110.9115918
2002,6,,,94.53093105,94.83846133,71.87314097,163.8095961,92.48936904,170.1600342,87.3046686,91.02621433,113.7811154,120.4353803,109.7649767,95.86910134,121.2648032,158.26321,97.41248131,79.9536972,109.7033739,75.04267944,83.24368286,,84.5200891,111.149948,116.7775043,30.36735404,83.77785442,113.8677183
2002,7,,,100.5845021,95.67697303,98.97004227,107.6249693,94.11073061,168.8394318,83.00174069,127.1861364,129.7766044,124.3302564,106.3285581,84.16095035,46.04121087,117.7055008,93.04623447,70.11953735,100.9273326,41.62686027,75.7976532,,77.9905064,139.6611169,88.06827165,54.34513958,95.44371742,184.6908431
2002,8,,,107.5654448,105.350627,105.5774872,172.3941196,120.2020411,133.8253632,108.2367891,147.8536143,132.4804882,107.2274096,110.5428505,97.92437863,113.9792877,161.0140794,116.1603265,88.36773682,115.8789398,33.14844829,75.36091614,,81.16082766,136.1190662,140.5309719,44.13366267,96.60983708,215.4458433
2002,9,,,123.0203661,122.3763494,120.2375933,154.3251249,119.032019,181.0645294,142.5805326,117.4164391,192.1746565,115.5399474,145.1863716,114.5068404,115.6040197,203.6631002,119.2225983,136.9374084,130.0372179,62.54858088,89.82932281,,114.3385062,149.8482072,188.8886672,55.47708073,88.47225648,208.5493833
2002,10,,,117.3658184,118.2469714,100.881727,128.6572772,167.8321925,164.3026123,119.244381,162.3440006,160.0290781,96.34648902,117.5615469,137.4953634,108.2315547,153.3940597,147.3456126,195.0533905,129.1704481,118.1590294,122.8038025,,114.0102132,128.9736134,147.9945316,56.66385825,94.40570203,177.2906703
2002,11,,,122.4839038,117.3639073,129.5139518,112.7874911,137.456027,118.5315628,99.45217765,82.92510381,143.5795752,103.2367901,103.6210158,111.9983378,109.2780231,156.2179595,116.0561028,142.3193359,124.2529729,98.44282055,97.29573822,,167.0677954,162.2214062,109.7590955,59.87563908,81.64803647,178.856933
2002,12,,,118.9126298,114.1281981,103.2202704,128.0345718,94.8682352,121.1698914,106.1239217,95.32292322,108.7242738,128.2414533,113.3889201,96.4459131,107.4488941,133.9278098,105.5380184,162.2558441,114.2645153,79.59975475,105.2298584,,166.5131349,160.4113151,85.20969449,91.01698588,80.23159979,168.9569339
2003,1,,,127.2375389,117.2519544,123.8020872,88.15092042,162.8467476,133.4673615,92.77050778,130.2781578,196.7913956,84.1283235,113.9889456,49.28183673,172.1084607,126.1083019,95.75825588,224.4033508,100.641725,68.20255624,94.36715698,122.4892274,194.328328,185.5916265,141.7656596,46.17538027,91.33283034,369.9569746
2003,2,,,134.9948291,124.6192274,226.2244347,120.2810382,175.136142,144.0764923,57.40008158,132.6279454,210.7056863,230.909568,142.3209709,69.26014172,164.6221712,125.5894376,93.71726851,298.8014832,101.8721525,108.1100472,115.2933197,132.1059628,220.1610824,161.7597672,88.59653577,27.99059579,102.7573417,364.0762679
2003,3,,,167.585355,157.7398754,230.9250682,133.688711,195.8724331,184.3803558,128.2345899,133.3323481,227.4442441,230.063009,179.1249287,113.4190669,90.52303255,142.6132736,119.7895526,319.0037842,96.98466054,87.96466277,99.81376648,166.2008188,273.1854288,224.6472035,184.7860173,71.17307215,111.3861972,428.725457
2003,4,,,134.6820348,127.9874308,202.9883142,96.79193165,138.4782744,192.3156128,122.0020224,153.0351767,163.9882934,155.8158241,138.0506926,80.29344275,134.1980136,110.2761463,110.475868,208.0635529,120.0266413,86.38859763,112.586235,135.6869956,226.8206518,176.5798669,124.3101944,101.5685022,86.85570821,234.8072951
2003,5,,,105.5184189,100.8137732,140.8801714,85.23052805,125.3424724,123.6350937,90.46434341,116.1526199,112.2447755,120.4396931,135.2417665,62.98457889,102.1932417,150.139399,123.5673868,141.1686249,109.0191787,95.07604149,103.7715912,104.6613541,124.135712,122.3098305,102.0359126,68.83051993,82.33169116,139.3179396
2003,6,,,89.81746602,82.90305049,65.23032367,56.87833198,98.47302391,111.1985168,74.80662198,52.51334257,110.5131881,78.66607556,80.74967511,57.71823294,91.72466573,82.60993448,107.2942369,155.3765259,163.5929695,24.11118581,95.58781433,92.41405167,125.2898282,110.6955419,87.32002805,54.98127915,88.98305927,89.69627257
